,Title,Word_Count,Links,Hashtags,User_Mentions,Favorite,Retweet
617,Guillermo Lasso visitó a la TRI en la Casa de la Selección https://t.co/kcE9GjtF63,13,1,0,0,0,0
618,Guillermo Lasso visitó a la TRI en la Casa de la Selección https://t.co/p4H7Gjf1zl,13,1,0,0,1,1
619,@LassoGuillermo Que bien señor Presidente Guillermo Lasso poniendo las vibras a la selección mañana ganamos porque ganamos  Viva el Ecuador Juntos lo Logramos,23,0,0,1,1,0
620,"¡Se prepara! Presidente de Ecuador visitó a la 'Tri' previo al encuentro ante Perú Guillermo Lasso, mandatario de Ecuador, visitó la concentración de su seleccionado nacional previo a enfrentarse a la 'blanquirroja' por las Eliminatorias.... https://t.co/GvjGlwa7si #PerúNoticias https://t.co/3WbnJdwrr8",38,1,1,0,0,0
621,"@CarlosVerareal @pochoharbEC @tctelevision Esperemos que nuestro presidente Guillermo Lasso,ponga fin a todas estas patrañas arraigadas con el disfraz de políticos avispados ,y luego cuando son acusados estos pillos dicen que es reflujo síquico",33,0,0,3,0,0
622,La persona más importante del país junto a Guillermo Lasso. https://t.co/FcvayQRThk,11,0,0,0,128,29
623,"🤝 El presidente de la República, @LassoGuillermo, visitó a los dirigidos por #GustavoAlfaro en Casa de la Selección.

🙌 El presidente de la #FEF, Ec. @franciscoegas, le entregó una camiseta de #LaTri.

📝 Más información: https://t.co/31SN249aH2 https://t.co/iYSjHxVECe",37,1,3,2,569,59
624,"#Ecuador Guillermo Lasso es un miembro importante de la Junta monetaria nacional de 1994 que encaminó al país a una catástrofe, en el 2021 es electo presidente con la venia de @LeonidasIzaSalazar1 

#Perú Fujimori, sentenciado por crimenes de estado, el Perú le dice NO al pasado",46,0,2,0,5,1
625,"EL PRESIDENTE VISITÓ AL EQUIPO DE TODOS 🇪🇨⚽️

El primer mandatario @guillermolasso estuvo saludando a @latriecu 💛🔵🔴 en la Casa de la Selección. 

EL ENCUENTRO ENTRE ECUATORIANOS ⬇️

https://t.co/odeP2N7B29",29,1,0,2,1,0
626,"🔊 Presidente Guillermo Lasso visitó una comunidad Shuar en Bucay.
-
El primer Mandatario se refirió a varios temas de interés nacional. Míralo aquí (VIDEO)⬇️ https://t.co/w8t9hcvyfe",26,1,0,0,1,1
627,"🔊 Presidente Guillermo Lasso visitó una comunidad Shuar en Bucay.
-
El primer Mandatario se refirió a varios temas de interés nacional. Míralo aquí (VIDEO)⬇️ https://t.co/uAny0bWwKQ",26,1,0,0,4,0
628,@n1cobap @LassoGuillermo @LaTri @cristhian_noboa Mientra el Ecuador se vea más unido y más comprometido con la llegada del Sr Guillermo Lasso toda va bien.,24,0,0,4,2,0
629,"#Actualidad | ¿Será cábala? La Tri tuvo un encuentro con el Primer Mandatario, Guillermo Lasso: https://t.co/Tnn0i6c8xJ https://t.co/AWHZgSDRFX",17,1,1,0,4,1
630,@RubenSanchezTW @renatoandradec guillermo lasso en  Ecuador !!! Ah si eso es lo único desesperanzador...,14,0,0,2,2,0
631,"La única persona que mueve masas de gente, junto a Guillermo Lasso. https://t.co/C7EzDzp4nc",13,0,0,0,186,21
632,"🇪🇨 Presidente Guillermo Lasso visitó concentración de Ecuador

https://t.co/K0s9hdrC1q 

a través de @RevistaWinnerEc ⬇️ https://t.co/1iADi1LVnG",15,1,0,1,0,0
633,"#Nacional
El presidente Guillermo Lasso utiliza un bastón para mejorar su movilidad. En el 2013 sufrió una mala práctica médica que le afectó la médula espinal en una operación tras un accidente en España. Leer más 👉 https://t.co/4uVQQPBL7i 📰 https://t.co/HXrygmFTQ6",40,1,1,0,0,0
634,Gobierno de Guillermo Lasso también plantearía una Consulta Popular https://t.co/0UE0sVhLXX,10,1,0,0,0,0
635,"#Ecuador | Esta mañana, el Presidente de la República, Guillermo Lasso, visitó la concentración de los jugadores de la Selección Ecuatoriana de Fútbol. 

La Tricolor, este martes, enfrentará a Perú por las Eliminatorias rumbo al Mundial de Qatar 2022. https://t.co/2s6vteI46G",40,0,1,0,5,0
636,"🇪🇨 Presidente Guillermo Lasso visitó concentración de Ecuador

https://t.co/ARLDV4X57H 

a través de @RevistaWinnerEc ⬇️ https://t.co/OPGDb3fxWo",15,1,0,1,16,0
637,@richard_luque @jamolestina Guillermo Lasso es mucho mejor que la huevada de Arauz.,12,0,0,2,1,0
638,Guillermo Lasso  “ yo tengo también que jugar un partido contra el hambre y quiero meterle un gol a la pobreza y al desempleo”,24,0,0,0,537,51
639,Gobierno de Guillermo Lasso también plantearía una Consulta Popular https://t.co/HR5eF7BHPa,10,1,0,0,0,0
640,Gobierno de Guillermo Lasso también plantearía una Consulta Popular https://t.co/ZbLBaJHN16,10,1,0,0,1,1
641,@jamolestina Lo que realmente dijo Guillermo Lasso jajajajaja 🤣 https://t.co/uAYNf486kC,10,0,0,1,67,5
642,"Lasso: Damián, ¿Cómo puedo llegar a ser como tú?

Díaz: Querido Guillermo, deberías comenzar por botar a todos los hijos de puta correistas de tu gabinete!! https://t.co/ZsfS09BTZx",27,0,0,0,0,0
643,"“Equipo talentoso, comprometido… ¡Un honor visitar a la Tri!” (FOTOS) https://t.co/oVHjDy23Ml https://t.co/3tN1OyAxnX",12,1,0,0,8,1
644,"El presidente del Ecuador, Guillermo Lasso, visitó la Casa de la Selección y compartió momentos con la Selección antes de su partido ante Perú. @LassoGuillermo @LaTri https://t.co/qyoaR3Y1ci",27,0,0,2,13,5
645,#Actualidad | El Primer Mandatario ya tiene fecha y lugar confirmado para recibir la primera dosis de la vacuna contra el covid-19: https://t.co/3rH5nMqxwf https://t.co/wELz128czI,24,1,1,0,5,0
646,"Guillermo Lasso, presidente de la República del Ecuador , visitó la Casa de la Selección para desearles éxitos a los jugadores de la 'Tri', antes del partido contra Perú 🇵🇪, por la fecha 8 de las #EliminatoriasSudamericanas
🤳 #LaDinastíaContinúa https://t.co/UzhdIK3zbX",40,0,2,0,21,4
647,El encuentro del Presidente Guillermo Lasso con los jugadores de la Selección de #Ecuador. https://t.co/axxCwMUJux,15,0,1,0,18,2
648,"#Actualidad | ¿Será cábala? La Tri tuvo un encuentro con el Primer Mandatario, Guillermo Lasso: https://t.co/u8E7YrQLQc https://t.co/M2HZqgOiza",17,1,1,0,0,1
649,"#Actualidad | El presidente @LassoGuillermo, ya tiene fecha y lugar confirmado para recibir la primera dosis de la vacuna contra el #Covid_19

» https://t.co/wX3mzzr9ju → El Telégrafo https://t.co/IdOBVYosRK",28,1,2,1,1,0
650,"Daniel_RiosVE: El pdte de #Ecuador Guillermo #Lasso modificó el nombre del Ministerio del Ambiente y Agua, que ahora tendrá por nombre Ministerio del Ambiente, Agua y Transición Ecológica. La intención es “ser ético con el planeta es buena política, pero también buen negocio…",43,0,2,0,0,0
651,"#Ecuador: ""Guillermo Lasso se someterá a una nueva operación de médula espinal en Estados Unidos  https://t.co/8D3yMAO0KI"" https://t.co/vtIv8x2crG",17,1,1,0,3,1
652,"#Actualidad | El presidente, Guillermo Lasso, tuvo una cita con la Selección de Ecuador a un día del juego contra su similar de Perú: https://t.co/IgTkGd9Mes https://t.co/DMYElvEQba",26,1,1,0,18,2
653,"Daniel_RiosVE: El pdte de #Ecuador Guillermo #Lasso modificó el nombre del Ministerio del Ambiente y Agua, que ahora tendrá por nombre Ministerio del Ambiente, Agua y Transición Ecológica. La intención es “ser ético con el planeta es buena política, pero también buen negocio…",43,0,2,0,0,0
654,"Así lo decretó el presidente Guillermo Lasso. La estrategia apunta a promover el cuidado medioambiental y al mismo tiempo que ese sea “un buen negocio”.

“Ser ético con el planeta es buena política, pero también buen negocio”, dijo el presidente

https://t.co/XECyb8WMTE https://t.co/T0bvB9kUW8",42,1,0,0,0,0
655,"#Atención📍/ El presidente, Guillermo Lasso, visitó la Casa de la Selección para desearles éxitos a los jugadores de la tricolor, en el partido que jugarán mañana frente a Perú por Eliminatorias Sudamericanas.
.
.
Fuente: Guillermo Lasso
.
#Lasso #LaTri #Visita #WQRadio https://t.co/B5rLsJwYBP",43,0,5,0,0,0
656,"UNO DE LOS PERSONAJES MÁS QUERIDOS DEL PAÍS, CON UNA GRAN ACEPTACIÓN POPULAR, JUNTO A GUILLERMO LASSO🇪🇨🔥💣 https://t.co/8U9iTYplWO",18,0,0,0,635,81
657,"DE LUJO EN LA CASA DE LA SELECCIÓN🏟️|| (FOTO) Guillermo Lasso visitó a los jugadores de Ecuador🇪🇨

https://t.co/FZKmX8KIEl",18,1,0,0,4,0
658,La persona mas importante de la nación y alado Guillermo Lasso https://t.co/GJic49a22n,12,0,0,0,6,1
659,Damián El Kitu Díaz es designado por el presidente Guillermo Lasso para construir más túneles en el 🇪🇨 https://t.co/8wgYfE8boa,19,0,0,0,9,4
660,"El Presidente Guillermo Lasso visitó la ""Casa de la Selección"" https://t.co/ybHteSN1d8",11,1,0,0,0,0
661,"#Atención| El Presidente Guillermo Lasso visitó  a la Selección Ecuatoriana de Fútbol, quien mañana se enfrenta a Perú en el marco de las eliminatorias sudamericanas. https://t.co/3SeQBwxBzb",26,0,1,0,0,0
662,"#URGENTE • Patrimonio del presidente Guillermo Lasso y su gabinete suma USD 58 millones 

Detalles ➡️ https://t.co/IVvCJeF8zK

#7Jun #FelizLunes #Ecuador #PlanVacunación9100 @LassoGuillermo @Presidencia_Ec https://t.co/UiVZguqPYI",24,1,5,2,0,0
663,"@LassoGuillermo @LaTri 1A. Todavía estoy esperando q este guillermo lasso d un resumen d como encontró el gobierno d las manos d Lerdin El Cuentico, q también mencione q los mas millonarios d Ecuador arrimen el hombro pagando sus impuestos justos y no evadirlos y cobrar impuestos a salidas d divisas a",52,0,0,2,0,0
664,"El próximo 21 de junio el presidente Guillermo Lasso, viajará a Estados Unidos para someterse a una nueva operación de la médula espinal producto de una lesión en el 2013 a causa de una mala práctica médica. Serán tres días de hospitalización y cuatro de terapia física. https://t.co/0w1JzvlvxN",48,0,0,0,0,0
665,"Sr@Guillermo Lasso,dra@Ximena Garzon ..HCAM agoniza sin medicamentos soluciones no visitas sorpresas pacientes están muriendo..médicos con manos atadas no pueden hacer milagros..confiamos no nos defrauden den siluciones urgentes🙏🙏🙏🙏 https://t.co/DegQ1AQ8sr",28,0,0,0,0,0
666,"✍️🗣️🛑

El presidente Guillermo Lasso visita a #Latri previo a su partido con #Perú el día de mañaña en #Quito

#RMCEc #RedEcuador #LaVERDAD #RedMediosComunitariosEc #Ecuador https://t.co/u7dRR7tdOx",26,0,8,0,0,0
667,"@LassoGuillermo @LaTri YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",39,0,0,2,0,0
668,"@emiliopex @maferegas @ONPE_oficial Pedro Castillo debe hacer lo que Guillermo Lasso hizo aquí, NEGARSE AL CONTEO VOTO A VOTO y listo.",21,0,0,3,0,0
669,"Sobre la operación de Guillermo Lasso, los correistas no deben hacerse ilusiones. Hierba mala nunca muere.
Ejemplo el pelele de Lenin ni siquiera el covid le ha dado.",28,0,0,0,17,0
670,"El pdte de #Ecuador Guillermo #Lasso modificó el nombre del Ministerio del Ambiente y Agua, que ahora tendrá por nombre Ministerio del Ambiente, Agua y Transición Ecológica. La intención es “ser ético con el planeta es buena política, pero también buen negocio”.

#DanielRios https://t.co/g2qp1B22CK",44,0,3,0,2,1
671,"@Almagro_OEA2015 @ItamaratyGovBr YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",39,0,0,2,1,0
672,La Selección de #Ecuador hoy recibió la visita de Guillermo Lasso Presidente de la república de Ecuador. https://t.co/9clG7uH9v7,18,0,1,0,17,5
673,"Aquí la foto de un hombre que fue elegido por la mayoría de Ecuatorianos para luchar y darle alegrías al pueblo, y construir muchos túneles. Junto a él un tal Guillermo Lasso. https://t.co/ylRDuDMJYc",33,0,0,0,12,2
674,Los que sabemos van a esperar que Ecuador pierda para hacer memes que Guillermo Lasso es salado.. Porque así son. https://t.co/9fyKN49n9P,21,1,0,0,1,1
675,"Me uno a su saludo  y comparto  Presidente Guillermo@Lasso, a una gran selección,  de deportistas humanos y sagaces ,  de la cual nos sentimos orgullosos los ecuatorianos. https://t.co/nHGjsnCxFV",28,1,0,0,6,1
676,"También puedes escuchar en las siguientes plataformas:

Apple podcasts: https://t.co/telQg8B9ea

Google podcasts: https://t.co/MGT4KTIJDc

Ivoox: https://t.co/fPxTzNvuCd",15,3,0,0,0,0
677,"Está listo el primer episodio de #CeroEstrategia🎧🎙 con @edgarzamora27:

""Retos y desafíos de Guillermo Lasso""; ¿Cómo llegó al poder? ¿Diferencias de su campaña? ¿Qué transmitió con su discurso de toma de posesión? Y más…

Spotify: https://t.co/QWtWmAL8Hq",36,1,1,1,3,1
678,#Actualidad | El Primer Mandatario ya tiene fecha y lugar confirmado para recibir la primera dosis de la vacuna contra el covid-19: https://t.co/gvrcEfChlk https://t.co/wEntafXYxm,24,1,1,0,9,1
679,Guillermo Lasso lo condecoró post mortem. ¿Quién fue Andrés Crespo Reinberg? El defendió la democracia de dictaduras militares y del autoritarismo de Correa. Y puso plata y persona para la supervivencia de Vanguardia. La historia. https://t.co/bAnsALGbhZ,36,1,0,0,196,59
680,"El 21 de junio, Guillermo Lasso, presidente de la República será sometido a una nueva operación de la médula espinal  en Estado Unidos y se prevé que retorne al país el 30 de junio. 

Fuente: @eluniversocom 

#Noticia #Ecuador #GuillermoLasso https://t.co/1k34r7ihrK",40,0,3,1,0,1
681,"#Ecuador
El último entrenamiento de la Selección contó con un invitado especial,  Guillermo Lasso Presidente de la República visitó a los jugadores de la Tri. https://t.co/9VoMz6kFlc",26,0,1,0,0,0
682,"¡Una visita muy particular!

Guillermo Lasso, Presidente del Ecuador, visitó la Casa de la Selección y compartió momentos junto a los jugadores tricolores que se preparan para su encuentro frente a #Perú. 🇵🇪

#EstiloHIT 
#Internacional 
#Ecuador https://t.co/XI6wmZUMGh",37,0,4,0,1,0
683,"#ElOro
Luego de haber sido designado por el presidente de la República, Guillermo Lasso Mendoza, a través de decreto ejecutivo, Francisco Vera Domínguez asume hoy su despacho. Leer más 👉 https://t.co/8Y5Kp9Hvpk 📰 https://t.co/Hj8JYUKKMT",33,1,1,0,1,0
684,"¡EL PRESI TAMBIÉN ESTÁ CON LA 'TRI'!🇪🇨

El presidente de la república, Guillermo Lasso, visitó la Casa de la Selección previo al partido de #Ecuador  frente a #Peru . 

📸 @FEFecuador https://t.co/CkwmpRcoxJ",32,0,2,1,14,4
685,"#Atención| El próximo 21 de junio, el presidente Guillermo Lasso viajará a Estados Unidos para someterse a una nueva operación de la médula espinal. Retornará el 30 de junio siguiente.

#ElUniverso https://t.co/QWFSNGamz0",32,0,2,0,2,1
686,"En la foto se ve un tipo que lidera masas, fue elegido  democraticamente como el salvador del pueblo. Junto a él un tal Guillermo Lasso https://t.co/9yQlAmXDSV",26,0,0,0,6,4
687,"El Presidente del Ecuador Guillermo Lasso, visitó hoy a los jugadores en la Casa de la selección.

#1soloidolo #cromaclictv #bsc #barcelona #barcelonasc #monumental #ecuador #peru #lasso #guillermolasso #eliminatorias #ecuadorvsperu https://t.co/UMrhFZ2vl0",30,0,12,0,9,1
688,El presidente Guillermo Lasso visitó a los jugadores en la Casa de la Selección 🇪🇨 https://t.co/z2OgJFPcd9,16,0,0,0,549,60
689,"@CarlangasTang13 @AnderssonBoscan Pero baby, explica porque tienes de foto de perfil a Winston Churchill, es tan contradictorio como si en una cuenta de Keiko  Fujimori o Guillermo Lasso estuviera una foto del Che Guevara, así de tonto y contradictorio te ves trollcito.",42,0,0,2,0,0
690,"TCN Periodismo Digital.
Guillermo Lasso presidente electo de Ecuador 2021 2025
https://t.co/NKMcn2l34q
#GuillermoLasso #GobiernoDelEncuentro #Ecuador https://t.co/BpEdoZF6gg",16,1,3,0,0,0
691,"[#ATENCIÓN] El presidente Guillermo Lasso se someterá a una nueva operación de la médula espinal. 
👉https://t.co/6uPFm6IgIH https://t.co/W3cvDY5I0y",17,1,1,0,1,1
692,"Faltan políticas públicas de inclusión. Esta es una deuda enorme que mantiene el estado con la comunidad #LGBTQ.
Hoy hablaremos de esto y más en #UnSpaceConAlondra a las 20h00. 
No se lo pierdan 

https://t.co/elAd0JU2TN",34,1,2,0,49,7
693,"Menos vacunados  #plandevacunación9100 cada vez.
Están repartiendo nuevamente el Ecuador:
1. Justicia selectiva corrupta 10/20
2. Feriado el CNEL 
3. CREO Y PACHAKUTIK en repartos @AsambleaEcuador
3. Persecución selectiva PAUTA Guillermo Lasso a Ecuavisa Teleamazonas
#EfectoLasso https://t.co/SwUurguJ0p",37,1,2,1,1,0
694,"📰#Nacionales | “No se descarta generar procesos democráticos si así se determina para fortalecer este proceso”, indicó César Monge. Los detalles⬇
https://t.co/l7pon7ttkJ",22,1,1,0,3,2
695,"ALZEN LA VOZ JUSTICIA 10/20 ECUAVISA TELELAMAZONAS ASI COMO CON YUNDA, O NO LES DA PORQUE LES PAUTO GUILLERMO LASSO:

1. #plandevacunación9100 INEFICIENTE
2. FERIADO CNEL
3. NADA HA CAMBIADO ECUADOR DE REPARTOS CREO PACHAKUTIK BUCARAM
4 JUSTICIA CORRUPTA 

#EfectoLasso https://t.co/SwUurguJ0p",41,1,2,0,0,0
696,"El mandatario Guillermo Lasso viajará el próximo 21 de junio a Estados Unidos, para someterse a una intervención quirúrgica de médula espinal.
Su retorno está programado para el 30 de junio. https://t.co/TMmKV2Wf0Q",32,0,0,0,7,0
697,El presidente Guillermo Lasso y el vicepresidente Alfredo Borrego recibirán la primera dosis de la vacuna contra la COVID-19 el jueves 10 de junio https://t.co/brMHs41qXb,25,1,0,0,0,0
698,"Ecuavisa y Teleamazonas persigue al correismo Rafael Correa para tapar al inepto de Guillermo Lasso.

La PAUTA calla:

1 Feriado de CNEL del bachiller Lasso, Bucaram, reparto CREO PACHAKUTIK 
2 Controlador en funciones y preso
3 #plandevacunación9100 ineficiente

#EfectoLasso https://t.co/SwUurguJ0p",40,1,2,0,1,0
699,"Si mañana Ecuador no le gana A Perú, hay quemar todo, tiene que renunciar hasta Guillermo Lasso.",17,0,0,0,8,0
700,"Felicitaciones a @paulmenam por esta visualización interactiva de las características de las 30 personas cercanas a Guillermo Lasso. Simple, informativa y efectiva 👏👏 

(visualización disponible en este artículo 👉 https://t.co/Z6KaZoULaj)
#dataviz https://t.co/YI5VsCcULo",32,1,1,1,64,27
701,"@FEGASG 1A. Todavía estoy esperando q este guillermo lasso d un resumen d como encontró el gobierno d las manos d Lerdin El Cuentico, q también mencione q los mas millonarios d Ecuador arrimen el hombro pagando sus impuestos justos y no evadirlos y cobrar impuestos a salidas d divisas a",51,0,0,1,0,0
702,"@FEGASG Pregúntale a guillermo lasso q profesas d ser transparente, vas a denunciar ante la ley a los genocidas Lerdin moreno, maria paula romo, oswaldo jarrin, etc por el desastre como dejan el país y todo esta en el informe del defensor del pueblo y d Derechos Humanos en Ecuador.",50,0,0,1,1,0
703,"@FEGASG YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",38,0,0,1,0,0
704,"La Pauta de Teleamazonas y Ecuavisa llega a tapar la ineficiente vacunación y hasta para tapar el feriado del CNEL al estilo del bachiller Guillermo Lasso 

#plandevacunación9100
#EfectoLasso https://t.co/Te4fzB5S8n",29,1,2,0,0,0
705,"#URGENTE • Presidente Guillermo Lasso sería vacunado contra el virus este jueves en Guayaquil 

Detalles ➡️ https://t.co/WzOXzYBJKZ

#7Jun #FelizLunes #PlanVacunación9100 @LassoGuillermo @ABorreroVega https://t.co/SYIDgjBQDP",23,1,4,2,0,0
706,"@FiscaliaEcuador @DianaSalazarM2 @DDHH_Ec @BernardaOM YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",41,0,0,4,0,0
707,"El presidente de la Republica, Guillermo Lasso, publicó en su cuneta de twitter que el plan de vacunación es compromiso de todos. Además  afirma que la vacuna contra la covid-19 es segura y fundamental para la salud. https://t.co/nATxL4y2XG",38,0,0,0,0,0
708,"Una mala práctica médica hace que el presidente, Guillermo Lasso, viaje el próximo 21 de Junio a Estados Unidos para ser sometido a una nueva operación de la médula espinal . 

Así lo hizo público a través de una carta publicada en su cuenta de Twitter. https://t.co/iJFoHzfMVJ",47,0,0,0,0,0
709,"Para tapar el Feriado del CNEL con exesivos cobros: 

1 Bucaram Libre
2 Repartos CREO ID PACHAKUTIK @AsambleaEcuador 
3. Prensa PAUTADA
4 Guillermo Lasso se va de viaje
5 Justicia 10/20 corrupta

#EfectoLasso https://t.co/LlN11GKqyz",34,1,1,1,1,0
710,"Cómo tapar el feriado de CENEL con exesivos cobros y #plandevacunación9100 :

1 PAUTAR PERIODÍSTICAMENTE para hacer un show con Correismo Correistas Rafael Correa Venezuela

2 Repartos CREO PACHAKUTIK BUCAMAM GUILLERMO LASSO

#EfectoLasso https://t.co/i1B390ZjpN",34,1,2,0,1,0
711,"#URGENTE 
FERIADO CENEL ABUSO DE COBROS 

PAUTA PERIODISTICA HACE LO SUYO PERSEGUIR AL CORREISMO PARA TAPAR EL FERIADO DEL CNEL Y EXCESIVOS COBROS PARA ELLO TAPAN LA LIBERTAD DE BUCARAM, CREO Y PACHAKUTIK SIN HACER NADA CON GUILLERMO LASSO #EfectoLasso https://t.co/i1B390ZjpN",41,1,2,0,1,0
712,El Código de Ética pone en horma al gabinete ministerial de Guillermo Lasso | Política | Noticias | El Universo https://t.co/sKKj7UzGkm,21,1,0,0,0,0
713,"La Pauta de Teleamazonas llega a tapar la ineficiente vacunación y hasta para tapar el feriado del CNEL al estilo del bachiller Guillermo Lasso 

#plandevacunación9100
#EfectoLasso https://t.co/Te4fzB5S8n",27,1,2,0,0,0
714,@GoberManabi @juanfra_nunez Adelante siempre bien trabajo sr Gobernador de la mano con el presidente sr Guillermo Lasso junto se lograremos muchas cosas en beneficio de los ecatorianos,27,0,0,2,0,0
715,"@LaPosta_Ecu @AnderssonBoscan 1A. Todavía estoy esperando q este guillermo lasso d un resumen d como encontró el gobierno d las manos d Lerdin El Cuentico, q también mencione q los mas millonarios d Ecuador arrimen el hombro pagando sus impuestos justos y no evadirlos y cobrar impuestos a salidas d divisas a",52,0,0,2,0,0
716,"@LassoGuillermo #plandevacunación9100  NO hay vacunas presidente bachiller Guillermo Lasso, más ocupado está en el feriado y feriandose el CNEL, libre Bucaram libre el feriado, encima va hacer un show con la prensa PAUTADA para irse de viaje eres igual de corrupto que LENIN MORENO #EfectoLasso",45,0,2,1,0,0
717,"@LaPosta_Ecu @AnderssonBoscan Pregúntale a guillermo lasso q profesas d ser transparente, vas a denunciar ante la ley a los genocidas Lerdin moreno, maria paula romo, oswaldo jarrin, etc por el desastre como dejan el país y todo esta en el informe del defensor del pueblo y d Derechos Humanos en Ecuador.",51,0,0,2,0,0
718,"@LaPosta_Ecu @AnderssonBoscan YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",39,0,0,2,0,0
719,"El gobierno de Guillermo Lasso propuso una política ambiental de transición ecológica.

https://t.co/ifINGf5dyw",13,1,0,0,2,0
720,"@HolguerEC @wilfridolaz @IESSHCAM @IESSec @Salud_Ec @LassoGuillermo Pero los de arriba dicen que ahora somos el primer mundo en salud, palabras de don Guillermo Lasso no más corruptos pero igual siguen los mismos del inepto Moreno, los ratifica será para que no se pierda el hilo de las mafias neoliberales",49,0,0,6,2,0
721,"@MaxFAlejandro @fredy_guamani @SalvadorQuishpe @LassoGuillermo Max,bajo ningún argumento se puede permitir q Guillermo Lasso privatice/consecione empresa estatales peor vender el Bco del Pacifico,esa son ordenes del FMI,solo piensa al consecionar una empresa todas las utilidades salen del pais, t devuelven a los 25años ya no sirve",45,0,0,4,0,0
722,"De la mano de Guillermo Lasso, los territorios vamos a recuperar (?) https://t.co/05IIU7LfVv",13,1,0,0,10,0
723,"¿Dónde se vacunarán @LassoGuillermo y @ABorreroVega? Entérese ⤵️
https://t.co/GSPoXYY8VB",9,1,0,2,6,4
724,"@AnderssonBoscan 1A. Todavía estoy esperando q este guillermo lasso d un resumen d como encontró el gobierno d las manos d Lerdin El Cuentico, q también mencione q los mas millonarios d Ecuador arrimen el hombro pagando sus impuestos justos y no evadirlos y cobrar impuestos a salidas d divisas a",51,0,0,1,0,0
725,"@AnderssonBoscan Pregúntale a guillermo lasso q profesas d ser transparente, vas a denunciar ante la ley a los genocidas Lerdin moreno, maria paula romo, oswaldo jarrin, etc por el desastre como dejan el país y todo esta en el informe del defensor del pueblo y d Derechos Humanos en Ecuador.",50,0,0,1,1,0
726,"@JulianMaciasT Para desacreditar el gobierno RAFAEL CORREA la prensa hacia lo mismo así pasa en Perú hacen show y se victimizan, agredían los periodistas y según la putada prensa eran ellos los agredidos, hasta les PAUT0 Lenin ahora el presidente bachiller Guillermo Lasso y le lamen los pies",48,0,0,1,0,0
727,"@AnderssonBoscan YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",38,0,0,1,1,0
728,"📣¡Acompáñanos hoy lunes 7 de junio!

Nuestro Canciller UTEG, el Dr. Galo Cabanilla, estará en RecTV, analizando las propuestas económicas del Gobierno de Guillermo Lasso.

¡#PoderLograrlo con UTEG!

#gobiernoecuador #reactivacióneconómica #economia #Ecuador #GaloCabanilla https://t.co/Q4WnUYMMjr",34,0,6,0,1,0
729,"#MORENAINFORMA// El presidente Guillermo Lasso y el vicepresidente Alfredo Borrero ya tienen fecha y lugar para aplicarse la primera dosis contra la covid-19. Lasso está asignado para el jueves 10 de junio en la UG, mientras que Borrero  está asignado para la misma fecha en Quito https://t.co/kZJQ14QOez",47,0,1,0,0,0
730,@HamiltonMenaV @RodrigoMenaR @ganaderorevoluc @TanllyVera @AgriculturaEc @OttoVeraSE @LassoGuillermo @CesarMongeO Es aquí donde la señora ministra debe de enfocarse en ayudar a los agricultores de que quede un precio establecido a los hermanos productores de plátano Aga algo que se le agradezca cumpla con su rrol en el cual está aga quedar bien a nuestro presidente Guillermo Lasso,56,0,0,8,1,1
731,"@Guillermolasso Sr. Presidente Guillermo Lasso su ayuda para que puedan enviar un inspector a revisar contratos de la empresa empacadora omarsa en duran ya que la empresa no está pagando horas extras y hay descuento por uniforme, como uniforme y hasta la tarjeta, credencial",44,0,0,1,0,0
